gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000270964.1,MAP2K5-DT,76.244949534062627,0.85466246355858089,0.35961612157556461,0.0005160418309860692,0.073607091578166306
ENSG00000166707.12,ZCCHC18,720.5664992502177,-0.56526799584536347,0.23815258576598641,0.00051755377681566932,0.073607091578166306
ENSG00000134333.15,LDHA,15432.10104718702,0.70364353046332728,0.29562133205147489,0.0005254233809944593,0.073607091578166306
ENSG00000105976.16,MET,494.3647102564712,0.78102829569567744,0.32749946125383311,0.00052605428178419795,0.073607091578166306
ENSG00000168310.12,IRF2,644.28964200811947,0.56627076313664615,0.23494288875219621,0.00052736209361327389,0.073607091578166306
ENSG00000262655.4,SPON1,707.91637738704719,-0.83441340515049756,0.3683088418969559,0.00053450137282266483,0.073837436472931298
ENSG00000185551.15,NR2F2,1442.557198447884,-1.008157891055931,0.45192115843193681,0.00053810082700936335,0.073837436472931298
ENSG00000160145.16,KALRN,4428.0460936604177,-0.53084320506820726,0.21956925342679681,0.00054170871029605181,0.073837436472931298
ENSG00000271874.1,RAI14-DT,11.19948248670768,-0.034877015118720198,0.091329343787495201,0.00054931395517561791,
ENSG00000089250.20,NOS1,154.4262585941548,-0.034975858808053303,0.091402365646732806,0.00055175289305691084,0.074135370397007794
ENSG00000062038.15,CDH3,474.71963543560622,0.90639231893624683,0.38693730571054341,0.00055239285559758222,0.074135370397007794
ENSG00000149292.17,TTC12,473.58987451231678,0.66694902301010184,0.28311233017837201,0.00056233229034411867,0.074893217325449096
ENSG00000184731.6,FAM110C,203.37160351191281,0.83473997345239959,0.35965862761589201,0.00057479887717799122,0.075973606137306096
ENSG00000158716.9,DUSP23,433.4042883533325,0.84537287802635996,0.37602640837598261,0.0005806573797106923,0.076170897021146197
ENSG00000205622.13,ETS2-AS1,277.33865756154728,1.34553569533297,2.5410862992679619,0.00058701234372326647,0.076429883290595704
ENSG00000279207.1,ENSG00000279207,783.36824866174641,-0.80187028387085801,0.36141107632339348,0.00060255280860914352,0.077073983965763704
ENSG00000198832.11,SELENOM,567.63364828477631,0.53998844842969707,0.229137871391798,0.00060811428717086216,0.077073983965763704
ENSG00000106546.14,AHR,477.08890069348001,0.72708412796265842,0.31427929266674459,0.00061212930888573881,0.077073983965763704
