Unnamed: 0,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status,abs_log2FC
ENSG00000110841.14,PPFIBP1,739.141786985411,-0.691093688698381,0.153261480869733,-4.50924579859559,6.5058496854343e-06,0.0005318798751026,Not Significant,0.691093688698381
ENSG00000116005.12,PCYOX1,5293.29126321192,-0.202359711420933,0.044888821373044,-4.50802015359777,6.54353618741786e-06,0.0005327773872106,Not Significant,0.202359711420933
ENSG00000074696.13,HACD3,9149.30693362705,-0.386464054809933,0.0859272308574727,-4.4975737138668,6.87333340030293e-06,0.0005528598978598,Not Significant,0.386464054809933
ENSG00000198840.2,MT-ND3,3296.52056070482,-0.533471096939648,0.118583701761468,-4.49868817565444,6.8374059804108e-06,0.0005528598978598,Not Significant,0.533471096939648
ENSG00000253333.1,ENSG00000253333,7.99032379536097,-6.67562612531319,1.48979559846912,-4.48090069011677,7.4328693526952e-06,0.0005907206288747,Down-regulated,6.67562612531319
ENSG00000133111.4,RFXAP,276.354902354937,-0.550293108356705,0.123056652901627,-4.47186800047792,7.75392860756355e-06,0.0006059354773241,Not Significant,0.550293108356705
ENSG00000261613.2,ENSG00000261613,12.9124555048417,-3.122313589072,0.698724543772799,-4.4685901145148,7.87368414557642e-06,0.0006087761679688,Down-regulated,3.122313589072
ENSG00000125650.5,PSPN,190.850702056549,-0.599443547615095,0.134311330824389,-4.46308992648478,8.07861278504242e-06,0.0006213321926229,Not Significant,0.599443547615095
ENSG00000124588.22,NQO2,453.383261193464,-0.459675228227638,0.103304333046903,-4.44971875496194,8.59828116688639e-06,0.0006521616453119,Not Significant,0.459675228227638
ENSG00000103671.10,TRIP4,495.898565064165,-0.368098172716261,0.0829483650625099,-4.43767845742182,9.09343225189404e-06,0.0006871052521241,Not Significant,0.368098172716261
ENSG00000166181.13,API5,2711.00165282425,-0.275486725160162,0.0622778652110902,-4.423509447962,9.71103830595365e-06,0.0007310029891591,Not Significant,0.275486725160162
ENSG00000225265.2,TAF1A-AS1,81.1029146112251,-0.89809345363712,0.203307167163179,-4.41742151134441,9.98853236333245e-06,0.0007434747894916,Not Significant,0.89809345363712
ENSG00000107937.19,GTPBP4,1599.15940866088,-0.312089747409681,0.0709731483849389,-4.39729326529227,1.09609202069354e-05,0.0008038545451762,Not Significant,0.312089747409681
ENSG00000176593.8,ZNF606-AS1,788.678316599281,-0.548450016812206,0.124711584635275,-4.39774715730036,1.09380294916688e-05,0.0008038545451762,Not Significant,0.548450016812206
ENSG00000196646.12,ZNF136,382.537901940604,-0.429537195135899,0.0979103933014407,-4.38704391487291,1.14901597399747e-05,0.0008329886756485,Not Significant,0.429537195135899
ENSG00000165349.12,SLC7A3,226.60907973347,-0.512777421616409,0.117443186272165,-4.3661743000406,1.26441595299032e-05,0.0008912568703268,Not Significant,0.512777421616409
