"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000277701.5","ENSG00000277701",13.1948924316992,0.452445505091464,0.467864801984506,0.967043263721401,0.333522406336091,1
"ENSG00000230606.11","APPAT",100.800568441146,-0.228826634235506,0.325885079337098,-0.702169717929327,0.482573328065104,1
"ENSG00000196912.13","ANKRD36B",233.986459859664,-0.10447672247927,0.419069657850961,-0.249306339702661,0.803123827748317,1
"ENSG00000286036.1","ENSG00000286036",0.758375629600403,-1.4201669083303,2.53975119668009,-0.559175603573574,0.576041881312574,1
"ENSG00000228970.6","UBTFL6",0.74922599220653,3.08806934872843,3.99011573764193,0.773929768401507,0.438972324583531,1
"ENSG00000135940.7","COX5B",1581.40134467774,-0.251736571945727,0.296171830770168,-0.849967977343114,0.395342890116941,1
"ENSG00000115073.8","ACTR1B",1674.65164437407,-0.0793559477291684,0.138161813358896,-0.574369616321041,0.56571770897525,1
"ENSG00000228486.11","C2orf92",50.4921559846715,-0.373611514793216,0.38036371216129,-0.982248050610015,0.325977660602425,1
"ENSG00000115085.15","ZAP70",23.4439741090708,-0.171243327730636,1.31933887102987,-0.129794802147354,0.896728775412901,1
"ENSG00000075568.17","TMEM131",1510.69217871588,0.145924809533121,0.108208478604521,1.3485524555469,0.177480760687305,1
"ENSG00000235734.4","HMGN1P36",10.7746513709212,0.106310049122151,1.05818684839708,0.100464345482263,0.919975687773831,1
"ENSG00000168658.20","VWA3B",86.7558437109847,0.0774557117103125,0.751675482524268,0.103044084197347,0.917927983020451,1
"ENSG00000222000.7","ENSG00000222000",8.4364412686678,-0.726862416161499,0.730390359776629,-0.995169783434423,0.31965369526191,1
"ENSG00000144191.12","CNGA3",969.446136659132,-0.0910929133552925,0.652962072713323,-0.139507204418113,0.889049363308961,1
"ENSG00000227987.1","ENSG00000227987",10.6246079836616,0.11508064507658,0.939656649910008,0.122470952648078,0.902526049222398,1
"ENSG00000040933.16","INPP4A",3270.50284998275,0.0462715763464468,0.145333118987145,0.318382875623412,0.750194526264011,1
"ENSG00000183513.9","COA5",802.472620828127,-0.0665216005667222,0.119427317026578,-0.55700489823378,0.577524082548254,1
"ENSG00000115446.12","UNC50",632.837399776101,0.0148605252743198,0.116277217974641,0.127802552668234,0.898305229895132,1
"ENSG00000071073.13","MGAT4A",2970.95222515097,0.0590137024181874,0.184348912687485,0.320119612087052,0.748877659024274,1
"ENSG00000226791.9","LINC02611",0.523807495537759,3.35784998067295,3.31011205796629,1.01442184490152,0.310381505000649,1
"ENSG00000196872.12","CRACDL",70.7527368192826,-0.0272379911212071,0.273483107635503,-0.0995966125904557,0.920664583216288,1
"ENSG00000135951.16","TSGA10",156.258439824724,0.0396774817891149,0.175072386426882,0.226634722921802,0.820707789751048,1
"ENSG00000231822.1","SMC3P1",1.49815720447939,-0.493480536732407,1.49894661969864,-0.329218219146204,0.741990752934543,1
"ENSG00000241962.9","ENSG00000241962",7.61844439811756,-0.607015511581836,0.666386548502167,-0.91090600935181,0.362344899099257,1
"ENSG00000273045.7","C2orf15",119.852662143377,-0.044555428207077,0.272069867517337,-0.163764655798341,0.869916416561587,1
"ENSG00000144182.17","LIPT1",58.1948176652817,-0.0405561707811613,0.299526489025195,-0.135400948721266,0.892294874069789,1
"ENSG00000158411.11","MITD1",142.527598503454,-0.0840490177862148,0.204206465793857,-0.411588425760529,0.680641116494283,1
"ENSG00000185414.20","MRPL30",1075.95858700924,0.0238880405554006,0.0677978221627745,0.352342299403781,0.724581569123686,1
"ENSG00000185674.10","LYG2",0.820211669931047,-0.0480566589775021,2.29860520909232,-0.0209068781308813,0.983319939869212,1
"ENSG00000144214.10","LYG1",10.7372781941618,-0.308232060748985,0.517412966090827,-0.595717697369953,0.551363833516411,1
"ENSG00000115514.12","TXNDC9",713.515312362942,-0.0131760220654982,0.0725441279914382,-0.181627685524779,0.855874920310155,1
"ENSG00000158417.12","EIF5B",3042.62976864027,-0.0166438837270697,0.0662851093687345,-0.251095364940596,0.801740379378796,1
"ENSG00000135945.10","REV1",1315.04713473999,-0.0247465748399202,0.156680324706818,-0.157943091362787,0.874501642198358,1
"ENSG00000273306.1","ENSG00000273306",12.8652859261513,0.693723839618153,0.453560457425159,1.5295068788765,0.126138835071885,1
"ENSG00000144218.21","AFF3",1919.35767179772,-0.0339062185893293,0.281830602670736,-0.120307086129117,0.904239890966615,1
"ENSG00000230393.1","ENSG00000230393",11.2797177879032,1.07377649088924,0.636598042387513,1.68674174187235,0.0916530219793487,1
"ENSG00000232084.5","LINC01104",0.604620271996938,-1.97395831840953,2.29970645052148,-0.858352298817058,0.390697958941909,1
"ENSG00000170500.13","LONRF2",9007.07761160097,0.0540605513394848,0.191862956999197,0.281766486793546,0.778122569809259,1
"ENSG00000115526.11","CHST10",1140.68355073704,-0.0112260447207484,0.081027734821782,-0.138545705929454,0.889809149772772,1
"ENSG00000204640.1","NMS",0.61457633872342,-2.00166013822257,5.25408375854489,-0.380972255146714,0.703223836030928,1
"ENSG00000115539.14","PDCL3",336.158032633489,-0.00733809208171943,0.140882976161593,-0.0520864357188383,0.958459821023399,1
"ENSG00000234988.4","LINC01849",1.52056518160033,-0.758269071995642,1.31355604222806,-0.577264347784861,0.56376089395142,1
"ENSG00000289077.1","ENSG00000289077",0.707333648918966,-1.95899454694595,2.798839065413,-0.699931114709116,0.483970324889379,1
"ENSG00000170485.17","NPAS2",263.208215188647,0.16447975918871,0.205223331501343,0.801467152810711,0.422861252582135,1
"ENSG00000232034.1","ENSG00000232034",0.63937262994486,-0.450609870466225,2.66466339365519,-0.169105738285432,0.865713471437334,1
"ENSG00000230140.7","NPAS2-AS1",0.768895775381076,-0.977497024118633,2.34370117448142,-0.417074085536916,0.676624219197358,1
"ENSG00000223947.1","ENSG00000223947",1.13529009789909,-3.27304016210493,1.87592452975872,-1.74476110855372,0.0810264612124855,1
