gene_id,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,abs_log2FC
ENSG00000104332.12,SFRP1,896.1038862646188,1.8055176325297695,0.1856594761103539,9.724888114283969,2.3616488435287695e-22,5.05677388520402e-20,1.8055176325297695
ENSG00000162761.14,LMX1A,3110.34288923262,1.31071774872547,0.136159042861109,9.626373108853928,6.187492702635029e-22,1.30909667037178e-19,1.31071774872547
ENSG00000174473.17,GALNTL6,617.43327697145,1.67351631119361,0.177228105014114,9.44272530059685,3.6320730625108804e-21,7.594023819640391e-19,1.67351631119361
ENSG00000153234.16,NR4A2,339.54407988479,1.89419128658643,0.2022500981758869,9.365588959759847,7.56273164084055e-21,1.51016704180919e-18,1.89419128658643
ENSG00000114115.11,RBP1,974.530183650523,1.2892960520222,0.1386028911357609,9.3020862801436,1.37716448527155e-20,2.63171690669312e-18,1.2892960520222
ENSG00000136235.17,GPNMB,635.304416906262,1.39398913692673,0.150213734295576,9.280037830520682,1.69418401566048e-20,3.20308918365086e-18,1.39398913692673
ENSG00000143320.9,CRABP2,1057.64039882961,1.37476681978505,0.148184416169831,9.277404839989769,1.73656588085573e-20,3.24865777205979e-18,1.37476681978505
ENSG00000137871.21,ZNF280D,103.657136085609,3.71856106195634,0.401475196461893,9.26224358248567,2.00180895443352e-20,3.70584882689505e-18,3.71856106195634
ENSG00000269834.8,ZNF528-AS1,437.860995590163,1.61841715450481,0.175982106566728,9.19648699563187,3.6984333695214797e-20,6.7069956982791606e-18,1.61841715450481
ENSG00000256463.10,SALL3,496.56052684439106,1.55802064710414,0.169560886608376,9.188561573770249,3.98129369485078e-20,7.147025408574549e-18,1.55802064710414
ENSG00000143839.15,REN,117.43414982133,4.18197434859474,0.4580157685320629,9.13063399978113,6.809930214924071e-20,1.2102607977963101e-17,4.18197434859474
ENSG00000146411.6,SLC2A12,1295.27182806268,1.23918933006948,0.1360395356156549,9.109038225259027,8.311549096410611e-20,1.44816520138637e-17,1.23918933006948
ENSG00000141668.10,CBLN2,1079.97844474831,1.28418724351374,0.142588098557398,9.006272308181423,2.1317940998955602e-19,3.57417403239093e-17,1.28418724351374
ENSG00000132437.18,DDC,1109.03374965633,1.48572376520734,0.1654363646495259,8.98063595845341,2.69206170360456e-19,4.349392781496381e-17,1.48572376520734
ENSG00000131094.4,C1QL1,817.87828662912,1.25407690023804,0.1402434921195049,8.94213971204742,3.8170659422089403e-19,6.111432065309672e-17,1.25407690023804
ENSG00000005513.11,SOX8,244.091545275794,2.09912463792856,0.234829720277088,8.93892236234703,3.92983813501369e-19,6.23581101209494e-17,2.09912463792856
ENSG00000121691.7,CAT,343.817517002526,6.98353825943928,0.78197282481951,8.93066617890612,4.23451062476874e-19,6.65979847994603e-17,6.98353825943928
ENSG00000213967.12,ZNF726,80.35237109676889,4.63615237254078,0.52482454061002,8.83371872655199,1.01252061031178e-18,1.56474054664878e-16,4.63615237254078
ENSG00000177873.14,ZNF619,152.796998221546,2.56825323199447,0.291327630861759,8.81568708192036,1.18953289456061e-18,1.82244643121821e-16,2.56825323199447
ENSG00000164707.16,SLC13A4,1683.66134937355,1.309838364009,0.148674637085221,8.81009962215816,1.2503469045922701e-18,1.8992448878986086e-16,1.309838364009
ENSG00000105472.14,CLEC11A,147.762452705865,7.686196928462899,0.8729411065765689,8.804943278024819,1.3091877303160199e-18,1.9552003649727894e-16,7.686196928462899
ENSG00000147041.12,SYTL5,391.62026057017493,1.63639571886143,0.186711626326309,8.764294709755012,1.87949572266622e-18,2.7835331652686693e-16,1.63639571886143
ENSG00000152785.8,BMP3,186.341429851534,2.23720289866533,0.2569646673152249,8.70626659314565,3.14047694204409e-18,4.57479968967274e-16,2.23720289866533
ENSG00000183775.11,KCTD16,1233.72235341479,1.26295473333112,0.1452975511935029,8.69219558731004,3.55501379338354e-18,5.13656139317174e-16,1.26295473333112
ENSG00000069011.16,PITX1,118.408900828137,3.1797739279633,0.366411815716123,8.67814243858015,4.02285026475561e-18,5.71952759241894e-16,3.1797739279633
ENSG00000112394.18,SLC16A10,1477.33774051902,1.27391899787516,0.148573574581798,8.57433094317723,9.96644627001418e-18,1.3946746701629301e-15,1.27391899787516
ENSG00000079215.15,SLC1A3,1877.80372856444,1.15454113884884,0.135091106520492,8.54638894140456,1.26999522814462e-17,1.7633089995770402e-15,1.15454113884884
ENSG00000144451.20,SPAG16,999.8577395562648,1.10878899884008,0.129925042081038,8.5340668825683,1.4129109269820702e-17,1.94653123987018e-15,1.10878899884008
ENSG00000130150.12,MOSPD2,858.718868797524,1.23906194235693,0.146449089038971,8.46070091994364,2.65775216319255e-17,3.55139634919234e-15,1.23906194235693
ENSG00000187955.13,COL14A1,565.845429071047,1.46589175379532,0.174312617501471,8.40955620314146,4.1156498062535696e-17,5.338929077134191e-15,1.46589175379532
ENSG00000164690.8,SHH,559.727892640051,1.47490011088717,0.175560470870297,8.40109452643709,4.423361445571681e-17,5.655538101489201e-15,1.47490011088717
ENSG00000152611.12,CAPSL,400.813346918275,1.5693040488835,0.1869566659204079,8.39394541594786,4.70094455354333e-17,5.967513328969431e-15,1.5693040488835
ENSG00000180772.8,AGTR2,80.4725863782828,5.37710749511989,0.641971307026133,8.37593119235935,5.478891731099671e-17,6.85710308768333e-15,5.37710749511989
ENSG00000198680.6,TUSC1,351.171524970354,1.57847071841366,0.189279432464585,8.33936734625934,7.468905049905219e-17,9.15430210668383e-15,1.57847071841366
ENSG00000213047.13,DENND1B,2246.97466714641,0.924032905710028,0.11081516414137,8.338505951506889,7.52350444107253e-17,9.158063077174031e-15,0.924032905710028
ENSG00000229847.9,EMX2OS,389.919635457781,1.52166670832934,0.182617142247119,8.332551312571779,7.91185490180114e-17,9.565271109851011e-15,1.52166670832934
ENSG00000218739.10,CEBPZOS,430.83640598615295,1.44939041773909,0.1741542310619489,8.32245308598629,8.6161229230444e-17,1.03463335532666e-14,1.44939041773909
ENSG00000126768.13,TIMM17B,1724.23335545453,1.05954528277243,0.1277980903980419,8.29077554658562,1.12512424257974e-16,1.32421907543889e-14,1.05954528277243
ENSG00000147655.12,RSPO2,4251.7602278645,0.970414495601036,0.117110990185531,8.286280340245398,1.16845189136936e-16,1.3661662508826499e-14,0.970414495601036
ENSG00000183098.12,GPC6,1608.61867654149,0.9459751003973988,0.114573488128157,8.25649210696344,1.50016144262075e-16,1.74254046785987e-14,0.9459751003973988
ENSG00000161681.17,SHANK1,90.01286049273129,3.29227150292639,0.400207590699493,8.22640944208997,1.92908804210396e-16,2.2118550118884898e-14,3.29227150292639
ENSG00000154330.13,PGM5,600.7309649316392,1.46340718498834,0.177923990833743,8.22490085868063,1.9535237671064894e-16,2.22551438391132e-14,1.46340718498834
ENSG00000290376.1,HERC2P3,82.55914885269219,3.55534776318484,0.4326454691655339,8.217693276765932,2.0745473038731486e-16,2.34833469327603e-14,3.55534776318484
ENSG00000259439.3,LINC01833,250.85388314725296,1.90019797435039,0.231385101532395,8.21227452314753,2.1703735933103294e-16,2.4412581962222296e-14,1.90019797435039
ENSG00000092969.12,TGFB2,812.512066545432,1.30954970023873,0.159844402612282,8.192652847626878,2.5553040780868197e-16,2.85615497331818e-14,1.30954970023873
ENSG00000060656.20,PTPRU,1736.00504025744,1.07222417344391,0.130895535948217,8.19144950724742,2.58098694766419e-16,2.866831252118e-14,1.07222417344391
ENSG00000136535.15,TBR1,495.602394974931,1.37392976840085,0.1678508207415239,8.18542180688281,2.7135152788757e-16,2.99531636870676e-14,1.37392976840085
ENSG00000105479.16,ODAD1,172.34968919572,2.16231996308172,0.264680120978306,8.16955937260941,3.09517832665682e-16,3.39552526057686e-14,2.16231996308172
ENSG00000140057.9,AK7,902.8224957502528,1.21398948656299,0.149419667838216,8.12469672919788,4.48482353525896e-16,4.8600173090623296e-14,1.21398948656299
ENSG00000171724.3,VAT1L,8694.4128997284,0.767339290590614,0.0949818243546596,8.07880134756507,6.540647329478339e-16,7.00243279153548e-14,0.767339290590614
ENSG00000128918.15,ALDH1A2,162.15800337153,2.35104791963243,0.291073456325389,8.0771635768952,6.629059793531949e-16,7.05458985932035e-14,2.35104791963243
ENSG00000196459.15,TRAPPC2,1814.33549037798,0.91403563442366,0.113529602345679,8.05107756513204,8.20682359883559e-16,8.630276272100963e-14,0.91403563442366
ENSG00000107562.18,CXCL12,475.069099862255,3.48021019427694,0.434950380901142,8.001395899611689,1.2301656568095901e-15,1.2710758170244201e-13,3.48021019427694
ENSG00000100918.14,REC8,457.96472597158294,1.49067890014833,0.186363417883348,7.998774207293191,1.2566391158649e-15,1.29092429867925e-13,1.49067890014833
ENSG00000107731.12,UNC5B,829.877164098663,1.20687870427704,0.151232407393392,7.980291559716141,1.45988036264882e-15,1.48257107457114e-13,1.20687870427704
ENSG00000146674.16,IGFBP3,898.6757287826669,1.34749199521874,0.170148241235956,7.919517624340769,2.38433769674928e-15,2.39403669754962e-13,1.34749199521874
